respondent_id,age,gender,educ,region,income,q1_policy_likert,q1_support_binary,q2_worry,q3_financial_stress,q4_econ_confidence,support_prob
R0995,35-49,Woman,Bachelor+,Northeast,$40k–$80k,Neither,0,Retirement security,4,2,0.425557483188341
R0996,65+,Woman,Bachelor+,West,Over $80k,Strongly oppose,0,Housing costs,4,3,0.23147521650098232
R0997,18-34,Man,No college,West,$40k–$80k,Neither,0,Job loss / automation,4,2,0.45016600268752216
R0998,35-49,Man,Some college,West,Over $80k,Somewhat oppose,0,Job loss / automation,5,2,0.3318122278318339
R0999,18-34,Man,No college,Northeast,$40k–$80k,Neither,0,Retirement security,3,2,0.45016600268752216
R1000,18-34,Man,Some college,Midwest,Over $80k,Somewhat oppose,0,Housing costs,3,1,0.35434369377420455
R1001,18-34,Man,Some college,Midwest,Over $80k,Somewhat oppose,0,Housing costs,4,2,0.35434369377420455
R1002,18-34,Woman,Bachelor+,Northeast,Over $80k,Strongly oppose,0,Healthcare costs,4,2,0.3429895373265012
R1003,50-64,Woman,Bachelor+,South,$40k–$80k,Strongly oppose,1,Healthcare costs,4,3,0.3318122278318339
R1004,18-34,Man,Some college,Midwest,Over $80k,Neither,1,Healthcare costs,5,2,0.35434369377420455
R1005,18-34,Man,Bachelor+,West,Over $80k,Strongly oppose,0,Housing costs,4,1,0.27888482197713693
R1006,35-49,Man,Some college,South,Over $80k,Somewhat oppose,1,Job loss / automation,4,3,0.28905049737499605
R1007,18-34,Woman,No college,West,$40k–$80k,Neither,0,Healthcare costs,4,3,0.52497918747894
R1008,50-64,Man,No college,Northeast,$40k–$80k,Neither,0,Retirement security,5,1,0.36586440898919936
R1009,18-34,Man,No college,Midwest,$40k–$80k,Neither,0,Healthcare costs,4,2,0.43782349911420193
R1010,18-34,Man,Bachelor+,South,Over $80k,Somewhat oppose,0,Job loss / automation,5,1,0.24048908305088898
R1011,35-49,Woman,Bachelor+,Midwest,Under $40k,Neither,1,Healthcare costs,3,2,0.43782349911420193
R1012,35-49,Man,Bachelor+,South,Over $80k,Strongly oppose,0,Healthcare costs,4,2,0.21416501695744142
R1013,50-64,Woman,Some college,South,Over $80k,Somewhat oppose,0,Job loss / automation,4,1,0.31002551887238755
R1014,18-34,Man,Bachelor+,South,$40k–$80k,Neither,1,Retirement security,4,2,0.34298953732650117
R1015,18-34,Woman,Bachelor+,South,Over $80k,Somewhat oppose,0,Wages not keeping up,4,2,0.29943285752602705
R1016,35-49,Woman,Bachelor+,South,Over $80k,Strongly oppose,1,Job loss / automation,5,2,0.2689414213699951
R1017,35-49,Woman,Bachelor+,South,Over $80k,Somewhat oppose,0,Healthcare costs,4,1,0.2689414213699951
R1018,18-34,Man,No college,South,Over $80k,Neither,0,Wages not keeping up,4,1,0.28905049737499605
R1019,50-64,Man,No college,West,Over $80k,Strongly oppose,0,Retirement security,3,2,0.25922510081784605
R1020,18-34,Woman,Some college,South,Over $80k,Neither,1,Healthcare costs,4,3,0.389360766050778
R1021,18-34,Man,Some college,Northeast,,Strongly oppose,1,Job loss / automation,5,2,0.36586440898919936
R1022,50-64,Woman,Bachelor+,Northeast,Over $80k,Somewhat oppose,0,Job loss / automation,5,2,0.2689414213699951
R1023,18-34,Woman,Bachelor+,West,Over $80k,Neither,0,Healthcare costs,4,2,0.3429895373265012
R1024,18-34,Man,Bachelor+,West,Over $80k,Somewhat oppose,0,Retirement security,4,2,0.27888482197713693
R1025,18-34,Woman,Bachelor+,Midwest,Over $80k,Somewhat oppose,0,Retirement security,5,1,0.3318122278318339
R1026,18-34,Woman,Bachelor+,South,$40k–$80k,Neither,0,Job loss / automation,4,3,0.41338242108267
R1027,50-64,Man,Bachelor+,South,$40k–$80k,Neither,1,Job loss / automation,4,2,0.2689414213699951
R1028,18-34,Man,Bachelor+,South,Over $80k,Somewhat oppose,0,Housing costs,4,1,0.24048908305088898
R1029,18-34,Woman,Some college,Midwest,Over $80k,Neither,1,Job loss / automation,3,2,0.425557483188341
R1030,18-34,Woman,Bachelor+,West,Over $80k,Somewhat oppose,0,Healthcare costs,4,3,0.3429895373265012
R1031,18-34,Woman,Some college,Midwest,Over $80k,Neither,0,Housing costs,4,1,0.425557483188341
R1032,18-34,Man,Bachelor+,Midwest,$40k–$80k,Somewhat oppose,0,Healthcare costs,4,3,0.3775406687981454
R1033,35-49,Woman,Bachelor+,Midwest,,Somewhat oppose,0,Healthcare costs,5,2,0.29943285752602705
R1034,18-34,Woman,Bachelor+,West,$40k–$80k,Neither,1,Job loss / automation,4,2,0.46257015465625045
R1035,50-64,Woman,Some college,Midwest,Over $80k,Somewhat oppose,1,Job loss / automation,4,3,0.3429895373265012
R1036,18-34,Woman,Some college,South,Over $80k,Somewhat oppose,0,Retirement security,3,3,0.389360766050778
R1037,18-34,Man,Some college,West,Over $80k,Neither,1,Job loss / automation,4,1,0.36586440898919936
R1038,18-34,Woman,Some college,Midwest,Over $80k,Somewhat oppose,1,Wages not keeping up,4,2,0.425557483188341
R1039,35-49,Woman,Bachelor+,Midwest,$40k–$80k,Somewhat oppose,0,Job loss / automation,4,2,0.41338242108267
R1040,35-49,Woman,Bachelor+,South,$40k–$80k,Somewhat oppose,0,Wages not keeping up,3,3,0.3775406687981454
R1041,35-49,Woman,No college,South,Over $80k,Somewhat oppose,0,Housing costs,3,3,0.320821300824607
R1042,35-49,Woman,Some college,West,Over $80k,Neither,0,Wages not keeping up,5,3,0.401312339887548
R1043,18-34,Woman,Bachelor+,Northeast,$40k–$80k,Neither,0,Wages not keeping up,4,3,0.46257015465625045
R1044,35-49,Woman,Bachelor+,Northeast,Over $80k,Somewhat oppose,0,Job loss / automation,4,2,0.31002551887238755
R1045,18-34,Man,Some college,South,$40k–$80k,Neither,0,Wages not keeping up,3,2,0.43782349911420193
R1046,35-49,Man,Bachelor+,Northeast,Over $80k,Somewhat oppose,1,Healthcare costs,4,1,0.24973989440488234
R1047,18-34,Man,Some college,South,Over $80k,Somewhat oppose,0,Job loss / automation,5,1,0.320821300824607
R1048,18-34,Man,Bachelor+,West,Over $80k,Somewhat oppose,1,Job loss / automation,3,1,0.27888482197713693
R1049,18-34,Woman,Some college,Northeast,Over $80k,Neither,0,Retirement security,4,3,0.43782349911420193
R1050,35-49,Man,No college,Northeast,,Somewhat oppose,1,Retirement security,4,2,0.43782349911420193
R1051,18-34,Woman,Bachelor+,Northeast,$40k–$80k,Neither,1,Wages not keeping up,4,3,0.46257015465625045
R1052,50-64,Man,Bachelor+,West,Over $80k,Somewhat oppose,0,Wages not keeping up,4,1,0.21416501695744142
R1053,18-34,Woman,Bachelor+,Northeast,Over $80k,Neither,1,Wages not keeping up,5,2,0.3429895373265012
R1054,18-34,Man,No college,South,Over $80k,Somewhat oppose,0,Healthcare costs,4,3,0.28905049737499605
R1055,50-64,Man,Bachelor+,West,Over $80k,Strongly oppose,0,Housing costs,4,2,0.21416501695744142
R1056,18-34,Woman,Bachelor+,Northeast,$40k–$80k,Neither,1,Housing costs,4,3,0.46257015465625045
R1057,50-64,Man,Bachelor+,Northeast,Over $80k,Somewhat oppose,0,Job loss / automation,4,2,0.21416501695744142
R1058,18-34,Woman,Bachelor+,Northeast,Over $80k,Somewhat oppose,0,Retirement security,4,2,0.3429895373265012
R1059,50-64,Woman,No college,Midwest,Over $80k,Somewhat oppose,0,Job loss / automation,4,1,0.31002551887238755
R1060,65+,Woman,Some college,West,$40k–$80k,Neither,0,Healthcare costs,3,2,0.425557483188341
R1061,18-34,Woman,Bachelor+,West,$40k–$80k,Neither,1,Wages not keeping up,3,3,0.46257015465625045
R1062,18-34,Man,No college,West,Over $80k,Neither,1,Job loss / automation,5,2,0.3318122278318339
R1063,18-34,Woman,Some college,Midwest,$40k–$80k,Neither,1,Housing costs,2,3,0.549833997312478
R1064,18-34,Woman,No college,Northeast,Over $80k,Neither,0,Housing costs,4,2,0.401312339887548
R1065,18-34,Woman,Bachelor+,South,Over $80k,Neither,1,Job loss / automation,4,2,0.29943285752602705
R1066,50-64,Woman,Some college,West,,Neither,0,Healthcare costs,4,2,0.35434369377420455
R1067,18-34,Woman,Some college,Northeast,Over $80k,Neither,0,Housing costs,3,3,0.43782349911420193
R1068,18-34,Man,Bachelor+,Northeast,Over $80k,Somewhat oppose,0,Job loss / automation,5,1,0.27888482197713693
R1069,18-34,Woman,Bachelor+,Northeast,,Neither,0,Wages not keeping up,4,2,0.3429895373265012
R1070,18-34,Man,Bachelor+,South,Over $80k,Somewhat oppose,0,Wages not keeping up,5,2,0.24048908305088898
R1071,35-49,Man,No college,West,Under $40k,Neither,1,Job loss / automation,2,1,0.43782349911420193
R1072,35-49,Man,No college,Northeast,Over $80k,Somewhat oppose,1,Retirement security,3,3,0.29943285752602705
R1073,18-34,Woman,Bachelor+,South,Over $80k,Somewhat oppose,1,Wages not keeping up,4,3,0.29943285752602705
R1074,18-34,Woman,Bachelor+,West,Over $80k,Somewhat oppose,0,Healthcare costs,5,2,0.3429895373265012
R1075,18-34,Woman,No college,South,$40k–$80k,Somewhat support,0,Job loss / automation,4,2,0.47502081252106
R1076,18-34,Woman,Bachelor+,South,Over $80k,Somewhat oppose,1,Housing costs,4,3,0.29943285752602705
R1077,18-34,Woman,Bachelor+,South,Over $80k,Somewhat oppose,1,Wages not keeping up,5,3,0.29943285752602705
R1078,35-49,Woman,Bachelor+,West,$40k–$80k,Neither,0,Healthcare costs,3,3,0.425557483188341
R1079,18-34,Woman,Bachelor+,West,Over $80k,Somewhat oppose,1,Wages not keeping up,5,3,0.3429895373265012
R1080,18-34,Woman,Bachelor+,Midwest,Over $80k,Somewhat oppose,0,Job loss / automation,4,3,0.3318122278318339
R1081,18-34,Woman,Some college,West,Over $80k,Neither,0,Retirement security,4,3,0.43782349911420193
R1082,35-49,Man,Some college,West,Over $80k,Somewhat oppose,1,Healthcare costs,4,3,0.3318122278318339
R1083,18-34,Woman,No college,Midwest,Over $80k,Neither,1,Housing costs,4,3,0.389360766050778
R1084,35-49,Man,Bachelor+,South,Under $40k,Somewhat oppose,0,Housing costs,4,2,0.3318122278318339
R1085,18-34,Woman,Some college,Northeast,Over $80k,Neither,0,Housing costs,4,2,0.43782349911420193
R1086,50-64,Man,Bachelor+,South,Under $40k,Somewhat oppose,0,Healthcare costs,4,2,0.28905049737499605
R1087,18-34,Man,Some college,West,,Somewhat oppose,1,Housing costs,4,1,0.36586440898919936
R1088,18-34,Woman,Some college,Midwest,$40k–$80k,Neither,1,Housing costs,3,3,0.549833997312478
R1089,18-34,Woman,Bachelor+,South,Under $40k,Neither,0,Retirement security,3,3,0.43782349911420193
R1090,18-34,Man,No college,Midwest,$40k–$80k,Somewhat oppose,0,Healthcare costs,4,2,0.43782349911420193
R1091,35-49,Man,No college,Midwest,,Strongly oppose,0,Housing costs,5,2,0.28905049737499605
R1092,35-49,Man,Some college,West,Over $80k,Neither,0,Housing costs,4,1,0.3318122278318339
R1093,18-34,Man,Bachelor+,Northeast,Under $40k,Somewhat oppose,1,Healthcare costs,3,3,0.41338242108267
R1094,18-34,Man,Some college,South,Under $40k,Neither,1,Job loss / automation,3,2,0.46257015465625045
R1095,35-49,Man,No college,Midwest,Over $80k,Somewhat oppose,1,Healthcare costs,3,1,0.28905049737499605
R1096,18-34,Woman,Bachelor+,West,Over $80k,Neither,1,Job loss / automation,4,2,0.3429895373265012
R1097,18-34,Man,Bachelor+,South,$40k–$80k,Somewhat oppose,0,Retirement security,3,2,0.34298953732650117
R1098,18-34,Woman,Bachelor+,Midwest,$40k–$80k,Neither,0,Wages not keeping up,4,2,0.45016600268752216
R1099,35-49,Woman,Bachelor+,West,Over $80k,Somewhat oppose,0,Healthcare costs,4,2,0.31002551887238755
R1100,18-34,Man,No college,West,$40k–$80k,Neither,0,Retirement security,4,3,0.45016600268752216
R1101,50-64,Man,No college,Midwest,Over $80k,Somewhat oppose,0,Wages not keeping up,4,1,0.24973989440488245
R1102,18-34,Man,No college,Midwest,,Somewhat oppose,0,Healthcare costs,4,2,0.320821300824607
R1103,18-34,Woman,Bachelor+,West,,Neither,0,Wages not keeping up,4,1,0.46257015465625045
R1104,18-34,Man,Some college,West,Over $80k,Neither,0,Job loss / automation,5,3,0.36586440898919936
R1105,35-49,Man,Bachelor+,South,$40k–$80k,Neither,0,Housing costs,3,2,0.31002551887238755
R1106,18-34,Man,Bachelor+,West,Over $80k,Somewhat oppose,0,Healthcare costs,4,2,0.27888482197713693
R1107,35-49,Woman,Some college,West,Over $80k,Somewhat oppose,0,Wages not keeping up,3,1,0.401312339887548
R1108,65+,Woman,Bachelor+,South,Over $80k,Strongly oppose,0,Housing costs,4,1,0.19781611144141825
R1109,18-34,Woman,Bachelor+,West,,Somewhat oppose,0,Wages not keeping up,2,2,0.3429895373265012
R1110,18-34,Man,Bachelor+,Northeast,Over $80k,Somewhat oppose,1,Wages not keeping up,4,3,0.27888482197713693
R1111,18-34,Man,Some college,Northeast,Over $80k,Neither,1,Job loss / automation,5,2,0.36586440898919936
R1112,18-34,Man,Bachelor+,Midwest,Over $80k,Neither,0,Healthcare costs,2,2,0.2689414213699951
R1113,18-34,Woman,Bachelor+,Midwest,Over $80k,Neither,1,Job loss / automation,5,2,0.3318122278318339
R1114,35-49,Man,No college,West,Under $40k,Neither,1,Housing costs,4,2,0.43782349911420193
R1115,35-49,Man,No college,South,$40k–$80k,Neither,1,Retirement security,4,1,0.36586440898919936
R1116,18-34,Man,Bachelor+,South,$40k–$80k,Neither,0,Job loss / automation,5,1,0.34298953732650117
R1117,18-34,Man,Some college,Northeast,Over $80k,Somewhat oppose,0,Wages not keeping up,3,1,0.36586440898919936
R1118,18-34,Woman,Bachelor+,South,Under $40k,Somewhat oppose,0,Housing costs,3,4,0.43782349911420193
R1119,50-64,Man,Bachelor+,South,,Somewhat oppose,1,Healthcare costs,5,1,0.18242552380635635
R1120,18-34,Man,Bachelor+,South,$40k–$80k,Somewhat oppose,0,Healthcare costs,4,1,0.34298953732650117
R1121,18-34,Man,No college,Midwest,Over $80k,Somewhat oppose,1,Housing costs,3,2,0.320821300824607
R1122,18-34,Man,Bachelor+,Northeast,,Somewhat oppose,1,Housing costs,5,2,0.27888482197713693
R1123,35-49,Woman,No college,South,Over $80k,Somewhat oppose,0,Housing costs,4,3,0.320821300824607
R1124,18-34,Woman,Bachelor+,South,$40k–$80k,Neither,0,Healthcare costs,3,2,0.41338242108267
R1125,50-64,Man,Some college,South,$40k–$80k,Somewhat oppose,0,Job loss / automation,4,2,0.35434369377420455
R1126,35-49,Woman,No college,South,Under $40k,Neither,1,Job loss / automation,4,3,0.46257015465625045
R1127,50-64,Woman,Bachelor+,South,Over $80k,Strongly oppose,1,Retirement security,5,2,0.23147521650098238
R1128,35-49,Woman,Bachelor+,South,Over $80k,Somewhat oppose,1,Healthcare costs,4,1,0.2689414213699951
R1129,35-49,Man,No college,South,$40k–$80k,Somewhat oppose,1,Healthcare costs,3,3,0.36586440898919936
R1130,65+,Woman,Bachelor+,Midwest,,Somewhat oppose,0,Wages not keeping up,5,1,0.22270013882530884
R1131,18-34,Woman,Bachelor+,West,Over $80k,Somewhat oppose,1,Healthcare costs,4,3,0.3429895373265012
R1132,35-49,Woman,Bachelor+,South,Over $80k,Somewhat oppose,1,Wages not keeping up,4,3,0.2689414213699951
R1133,18-34,Man,Bachelor+,Midwest,$40k–$80k,Somewhat oppose,0,Housing costs,4,2,0.3775406687981454
R1134,35-49,Man,Bachelor+,Midwest,Over $80k,Somewhat oppose,0,Housing costs,4,3,0.24048908305088898
R1135,35-49,Woman,Bachelor+,Midwest,Over $80k,Strongly oppose,0,Housing costs,3,2,0.29943285752602705
R1136,18-34,Man,Bachelor+,South,$40k–$80k,Neither,0,Job loss / automation,4,2,0.34298953732650117
R1137,35-49,Woman,Bachelor+,South,Over $80k,Strongly oppose,0,Housing costs,5,1,0.2689414213699951
R1138,18-34,Woman,Some college,Midwest,Under $40k,Neither,1,Healthcare costs,3,3,0.574442516811659
R1139,18-34,Man,Some college,South,Over $80k,Somewhat oppose,0,Housing costs,3,1,0.320821300824607
R1140,18-34,Woman,Bachelor+,West,Over $80k,Somewhat oppose,0,Job loss / automation,3,2,0.3429895373265012
R1141,65+,Man,No college,Northeast,Over $80k,Somewhat oppose,0,Healthcare costs,5,2,0.22270013882530884
R1142,18-34,Woman,Bachelor+,Northeast,Under $40k,Neither,1,Retirement security,3,2,0.4875026035157896
R1143,65+,Woman,Bachelor+,South,Under $40k,Somewhat oppose,0,Wages not keeping up,4,1,0.31002551887238755
R1144,18-34,Woman,Bachelor+,South,$40k–$80k,Somewhat oppose,1,Job loss / automation,5,2,0.41338242108267
R1145,50-64,Man,Some college,Midwest,Over $80k,Somewhat oppose,1,Retirement security,4,1,0.27888482197713693
R1146,35-49,Woman,Some college,West,Over $80k,Somewhat oppose,0,Healthcare costs,4,3,0.401312339887548
R1147,35-49,Woman,Bachelor+,Midwest,Over $80k,Strongly oppose,0,Wages not keeping up,4,2,0.29943285752602705
R1148,65+,Man,Bachelor+,Northeast,Over $80k,Somewhat oppose,0,Job loss / automation,5,3,0.18242552380635635
R1149,50-64,Man,Bachelor+,South,Over $80k,Strongly oppose,0,Wages not keeping up,5,1,0.18242552380635635
R1150,18-34,Man,Bachelor+,South,$40k–$80k,Somewhat oppose,0,Wages not keeping up,4,3,0.34298953732650117
R1151,35-49,Man,Bachelor+,West,$40k–$80k,Somewhat oppose,1,Wages not keeping up,3,3,0.35434369377420455
R1152,18-34,Woman,Some college,Midwest,$40k–$80k,Neither,1,Healthcare costs,2,3,0.549833997312478
R1153,35-49,Woman,Some college,Northeast,$40k–$80k,Neither,1,Retirement security,4,3,0.52497918747894
R1154,18-34,Woman,Some college,West,$40k–$80k,Neither,1,Retirement security,3,4,0.5621765008857981
R1155,18-34,Woman,No college,West,$40k–$80k,Neither,0,Job loss / automation,4,3,0.52497918747894
R1156,18-34,Woman,Bachelor+,South,Under $40k,Somewhat oppose,1,Job loss / automation,3,2,0.43782349911420193
R1157,50-64,Man,Some college,West,Over $80k,Somewhat oppose,0,Wages not keeping up,5,3,0.28905049737499605
R1158,18-34,Woman,Bachelor+,Midwest,$40k–$80k,Somewhat oppose,0,Wages not keeping up,3,3,0.45016600268752216
R1159,18-34,Woman,Some college,South,Under $40k,Neither,0,Wages not keeping up,3,2,0.5374298453437496
R1160,50-64,Woman,No college,South,Over $80k,Somewhat oppose,0,Job loss / automation,5,2,0.27888482197713693
R1161,50-64,Woman,No college,Northeast,Over $80k,Somewhat oppose,0,Healthcare costs,5,2,0.320821300824607
R1162,18-34,Man,No college,Northeast,$40k–$80k,Neither,0,Retirement security,3,3,0.45016600268752216
R1163,18-34,Man,Bachelor+,West,$40k–$80k,Neither,0,Job loss / automation,3,3,0.389360766050778
R1164,35-49,Man,Bachelor+,Midwest,Under $40k,Somewhat oppose,0,Job loss / automation,4,2,0.36586440898919936
R1165,50-64,Woman,Bachelor+,Northeast,$40k–$80k,Neither,0,Healthcare costs,4,2,0.3775406687981454
R1166,35-49,Woman,Some college,Northeast,$40k–$80k,Neither,1,Wages not keeping up,4,3,0.52497918747894
R1167,18-34,Man,Bachelor+,South,Over $80k,Somewhat oppose,0,Healthcare costs,5,2,0.24048908305088898
R1168,18-34,Man,Bachelor+,Northeast,Under $40k,Somewhat support,1,Job loss / automation,4,2,0.41338242108267
R1169,65+,Woman,No college,Midwest,Over $80k,Somewhat oppose,0,Job loss / automation,4,2,0.2689414213699951
R1170,35-49,Woman,Bachelor+,Midwest,Over $80k,Somewhat oppose,1,Wages not keeping up,5,3,0.29943285752602705
R1171,18-34,Man,Bachelor+,South,Over $80k,Strongly oppose,0,Housing costs,4,2,0.24048908305088898
R1172,18-34,Man,No college,South,Over $80k,Somewhat oppose,0,Retirement security,4,2,0.28905049737499605
R1173,18-34,Woman,Bachelor+,Midwest,Over $80k,Somewhat oppose,0,Retirement security,4,1,0.3318122278318339
R1174,18-34,Man,Bachelor+,Midwest,Over $80k,Strongly oppose,0,Retirement security,5,1,0.2689414213699951
R1175,50-64,Man,No college,West,Over $80k,Somewhat oppose,0,Healthcare costs,4,1,0.25922510081784605
R1176,18-34,Man,Some college,South,Over $80k,Somewhat oppose,1,Healthcare costs,5,2,0.320821300824607
R1177,50-64,Woman,Some college,West,Over $80k,Somewhat oppose,1,Retirement security,4,2,0.35434369377420455
R1178,18-34,Man,Bachelor+,South,Under $40k,Somewhat oppose,0,Job loss / automation,5,2,0.36586440898919936
R1179,18-34,Woman,Some college,West,Under $40k,Neither,1,Job loss / automation,3,3,0.5866175789173301
R1180,35-49,Woman,Bachelor+,South,Under $40k,Somewhat oppose,1,Healthcare costs,4,2,0.401312339887548
R1181,18-34,Man,Bachelor+,South,Over $80k,Somewhat oppose,0,Healthcare costs,4,1,0.24048908305088898
R1182,18-34,Man,Bachelor+,Midwest,$40k–$80k,Somewhat oppose,0,Wages not keeping up,4,3,0.3775406687981454
R1183,18-34,Man,Bachelor+,South,Over $80k,Somewhat oppose,0,Healthcare costs,4,2,0.24048908305088898
R1184,18-34,Woman,No college,West,Over $80k,Somewhat oppose,1,Retirement security,4,2,0.401312339887548
R1185,50-64,Man,Bachelor+,West,Over $80k,Somewhat oppose,0,Healthcare costs,5,1,0.21416501695744142
R1186,18-34,Woman,Some college,West,Under $40k,Somewhat support,0,Retirement security,2,3,0.5866175789173301
R1187,18-34,Man,No college,South,$40k–$80k,Somewhat oppose,0,Job loss / automation,4,2,0.401312339887548
R1188,50-64,Woman,Some college,Northeast,Over $80k,Somewhat oppose,1,Job loss / automation,4,2,0.35434369377420455
R1189,50-64,Woman,Some college,Northeast,Under $40k,Neither,1,Retirement security,4,2,0.5
R1190,18-34,Man,Bachelor+,West,$40k–$80k,Neither,0,Wages not keeping up,5,2,0.389360766050778
R1191,18-34,Woman,Bachelor+,West,Over $80k,Neither,1,Housing costs,4,3,0.3429895373265012
R1192,18-34,Woman,Some college,South,Over $80k,Neither,1,Job loss / automation,4,2,0.389360766050778
R1193,35-49,Woman,Bachelor+,South,$40k–$80k,Neither,0,Healthcare costs,5,2,0.3775406687981454
R1194,18-34,Woman,Bachelor+,South,Over $80k,Somewhat oppose,0,Wages not keeping up,5,2,0.29943285752602705
R1195,65+,Man,Some college,West,$40k–$80k,Somewhat oppose,0,Job loss / automation,5,2,0.35434369377420455
R1196,35-49,Woman,Bachelor+,South,Under $40k,Neither,0,Retirement security,3,1,0.401312339887548
R1197,35-49,Woman,Some college,South,$40k–$80k,Neither,0,Wages not keeping up,3,4,0.47502081252106
R1198,65+,Man,Bachelor+,South,Over $80k,Strongly oppose,0,Wages not keeping up,5,3,0.15446526508353467
R1199,35-49,Man,Bachelor+,South,Over $80k,Strongly oppose,0,Healthcare costs,5,2,0.21416501695744142
